Playlist,Playlist Slug,Position,Title,Artist,Spotify URI,Spotify URL,Spotify Track ID,Explicit
Corpus Christi Soundtrack,corpus-christi,2,Como La Flor,Selena,spotify:track:5ubqSAc9LxUS2CsMHcA4kF,https://open.spotify.com/track/5ubqSAc9LxUS2CsMHcA4kF,5ubqSAc9LxUS2CsMHcA4kF,FALSE
Corpus Christi Soundtrack,corpus-christi,3,Amor Prohibido,Selena,spotify:track:2cjiRQZu9V17rJZkvMuT1J,https://open.spotify.com/track/2cjiRQZu9V17rJZkvMuT1J,2cjiRQZu9V17rJZkvMuT1J,FALSE
Corpus Christi Soundtrack,corpus-christi,4,Dreaming of You,Selena,spotify:track:5EL8hqM8YQJHKKnzGdahly,https://open.spotify.com/track/5EL8hqM8YQJHKKnzGdahly,5EL8hqM8YQJHKKnzGdahly,FALSE
Corpus Christi Soundtrack,corpus-christi,5,Wasted Days and Wasted Nights,Freddy Fender,spotify:track:3xPer22ZLDCRQtb6Z03ykt,https://open.spotify.com/track/3xPer22ZLDCRQtb6Z03ykt,3xPer22ZLDCRQtb6Z03ykt,FALSE
Corpus Christi Soundtrack,corpus-christi,6,Heaven,Los Lonely Boys,spotify:track:1XcUn5PE9d42zWamWgRG2x,https://open.spotify.com/track/1XcUn5PE9d42zWamWgRG2x,1XcUn5PE9d42zWamWgRG2x,FALSE
Corpus Christi Soundtrack,corpus-christi,7,Las Nubes,Little Joe y La Familia,spotify:track:4LXLt8uRpPJ1RrKXKLX9Sy,https://open.spotify.com/track/4LXLt8uRpPJ1RrKXKLX9Sy,4LXLt8uRpPJ1RrKXKLX9Sy,FALSE
Corpus Christi Soundtrack,corpus-christi,8,Ay Te Dejo en San Antonio,Flaco Jiménez,spotify:track:7lFFgni4XpRY2bGV7qeH2q,https://open.spotify.com/track/7lFFgni4XpRY2bGV7qeH2q,7lFFgni4XpRY2bGV7qeH2q,FALSE
Corpus Christi Soundtrack,corpus-christi,9,Baila Esta Cumbia,Selena,spotify:track:3lFGBrRWUxpTfhhq6lGBRw,https://open.spotify.com/track/3lFGBrRWUxpTfhhq6lGBRw,3lFGBrRWUxpTfhhq6lGBRw,FALSE
Corpus Christi Soundtrack,corpus-christi,10,Vida,La Mafia,spotify:track:6i8KuACD15eZ84THZaG19i,https://open.spotify.com/track/6i8KuACD15eZ84THZaG19i,6i8KuACD15eZ84THZaG19i,FALSE
Dallas Soundtrack,dallas,1,On & On,Erykah Badu,spotify:track:0tNuJpBgtE65diL6Q8Q7fI,https://open.spotify.com/track/0tNuJpBgtE65diL6Q8Q7fI,0tNuJpBgtE65diL6Q8Q7fI,TRUE
Dallas Soundtrack,dallas,2,Texas Flood,Stevie Ray Vaughan & Double Trouble,spotify:track:5MtN38MGEWJt60LwtBmFNP,https://open.spotify.com/track/5MtN38MGEWJt60LwtBmFNP,5MtN38MGEWJt60LwtBmFNP,FALSE
Dallas Soundtrack,dallas,3,It's Funky Enough,The D.O.C.,spotify:track:63LiOsvf1w1DSbmjbxjh4b,https://open.spotify.com/track/63LiOsvf1w1DSbmjbxjh4b,63LiOsvf1w1DSbmjbxjh4b,FALSE
Dallas Soundtrack,dallas,4,Timebomb,Old 97's,spotify:track:2S6yBUXa5KddBV0CqBkcP1,https://open.spotify.com/track/2S6yBUXa5KddBV0CqBkcP1,2S6yBUXa5KddBV0CqBkcP1,FALSE
Dallas Soundtrack,dallas,5,Digital Witness,St. Vincent,spotify:track:5L16tlSHNt93RiiRiCc8ya,https://open.spotify.com/track/5L16tlSHNt93RiiRiCc8ya,5L16tlSHNt93RiiRiCc8ya,FALSE
Dallas Soundtrack,dallas,6,Dallas,The Flatlanders,spotify:track:3yKV0h7nRM58lyOcNkko9e,https://open.spotify.com/track/3yKV0h7nRM58lyOcNkko9e,3yKV0h7nRM58lyOcNkko9e,FALSE
Dallas Soundtrack,dallas,7,Goin' Through the Big D,Mark Chesnutt,spotify:track:4s6Q9zPmiYcpo5MR7uoVnt,https://open.spotify.com/track/4s6Q9zPmiYcpo5MR7uoVnt,4s6Q9zPmiYcpo5MR7uoVnt,FALSE
Dallas Soundtrack,dallas,8,We Dem Boyz,Wiz Khalifa,spotify:track:1ULa3GfdMKs0MfRpm6xVlu,https://open.spotify.com/track/1ULa3GfdMKs0MfRpm6xVlu,1ULa3GfdMKs0MfRpm6xVlu,TRUE
Dallas Soundtrack,dallas,9,Cowboys from Hell,Pantera,spotify:track:2SgbR6ttzoNlCRGQOKjrop,https://open.spotify.com/track/2SgbR6ttzoNlCRGQOKjrop,2SgbR6ttzoNlCRGQOKjrop,TRUE
Dallas Soundtrack,dallas,10,Higher,Creed,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,https://open.spotify.com/track/1ZozJfi8u9cO2Ob8KwiwNT,1ZozJfi8u9cO2Ob8KwiwNT,FALSE
Dearborn Soundtrack,dearborn,1,Making Thunderbirds,Bob Seger,spotify:track:6sNVZlgavv4aIE4l4YJ3s5,https://open.spotify.com/track/6sNVZlgavv4aIE4l4YJ3s5,6sNVZlgavv4aIE4l4YJ3s5,FALSE
Dearborn Soundtrack,dearborn,2,Night Moves,Bob Seger & The Silver Bullet Band,spotify:track:6UBjSnyP1O5W5ndJoO9vUk,https://open.spotify.com/track/6UBjSnyP1O5W5ndJoO9vUk,6UBjSnyP1O5W5ndJoO9vUk,FALSE
Dearborn Soundtrack,dearborn,3,Seven Nation Army,The White Stripes,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR,3dPQuX8Gs42Y7b454ybpMR,FALSE
Dearborn Soundtrack,dearborn,4,School's Out,Alice Cooper,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,https://open.spotify.com/track/5Z8EDau8uNcP1E8JvmfkZe,5Z8EDau8uNcP1E8JvmfkZe,FALSE
Dearborn Soundtrack,dearborn,5,Stranglehold,Ted Nugent,spotify:track:2f0P7iELCvAlV8j6Z3rGDE,https://open.spotify.com/track/2f0P7iELCvAlV8j6Z3rGDE,2f0P7iELCvAlV8j6Z3rGDE,FALSE
Dearborn Soundtrack,dearborn,6,Kick Out the Jams,MC5,spotify:track:3EsIAGUcwXzcQBk53A27FS,https://open.spotify.com/track/3EsIAGUcwXzcQBk53A27FS,3EsIAGUcwXzcQBk53A27FS,TRUE
Dearborn Soundtrack,dearborn,7,I Wanna Be Your Dog,The Stooges,spotify:track:672N8DGGTOLCOgWe0koX5g,https://open.spotify.com/track/672N8DGGTOLCOgWe0koX5g,672N8DGGTOLCOgWe0koX5g,FALSE
Dearborn Soundtrack,dearborn,8,We're an American Band,Grand Funk Railroad,spotify:track:3XcjIvaZVUFAIdIYZqY9bd,https://open.spotify.com/track/3XcjIvaZVUFAIdIYZqY9bd,3XcjIvaZVUFAIdIYZqY9bd,FALSE
Dearborn Soundtrack,dearborn,9,Bawitdaba,Kid Rock,spotify:track:0f37VQs969vZUL4gVfHRV9,https://open.spotify.com/track/0f37VQs969vZUL4gVfHRV9,0f37VQs969vZUL4gVfHRV9,TRUE
Dearborn Soundtrack,dearborn,10,Devil with a Blue Dress On,Mitch Ryder & The Detroit Wheels,spotify:track:0GiCLkY3c6sJ7kSvHQDGZS,https://open.spotify.com/track/0GiCLkY3c6sJ7kSvHQDGZS,0GiCLkY3c6sJ7kSvHQDGZS,FALSE
Denver Soundtrack,denver,1,Rocky Mountain High,John Denver,spotify:track:1ne9wOtDF2jM6Cm8WBkaER,https://open.spotify.com/track/1ne9wOtDF2jM6Cm8WBkaER,1ne9wOtDF2jM6Cm8WBkaER,FALSE
Denver Soundtrack,denver,2,How to Save a Life,The Fray,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://open.spotify.com/track/5fVZC9GiM4e8vu99W0Xf6J,5fVZC9GiM4e8vu99W0Xf6J,FALSE
Denver Soundtrack,denver,3,Counting Stars,OneRepublic,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1,2tpWsVSb9UEmDRxAl1zhX1,FALSE
Denver Soundtrack,denver,4,How It Ends,DeVotchKa,spotify:track:24dR04JmT6GtVQ0rWJo13V,https://open.spotify.com/track/24dR04JmT6GtVQ0rWJo13V,24dR04JmT6GtVQ0rWJo13V,FALSE
Denver Soundtrack,denver,5,Ho Hey,The Lumineers,spotify:track:0DwClY2t9YAWHBROMIgrXb,https://open.spotify.com/track/0DwClY2t9YAWHBROMIgrXb,0DwClY2t9YAWHBROMIgrXb,FALSE
Denver Soundtrack,denver,6,S.O.B.,Nathaniel Rateliff & The Night Sweats,spotify:track:1VPUpUwtbpoRVXt0txVU0w,https://open.spotify.com/track/1VPUpUwtbpoRVXt0txVU0w,1VPUpUwtbpoRVXt0txVU0w,TRUE
Denver Soundtrack,denver,7,Bittersweet,Big Head Todd and the Monsters,spotify:track:59xrC6NUUNt24Lft63CjiD,https://open.spotify.com/track/59xrC6NUUNt24Lft63CjiD,59xrC6NUUNt24Lft63CjiD,FALSE
Denver Soundtrack,denver,8,Handlebars,Flobots,spotify:track:6JH9yWhgbm0y9iAJhCslNc,https://open.spotify.com/track/6JH9yWhgbm0y9iAJhCslNc,6JH9yWhgbm0y9iAJhCslNc,FALSE
Denver Soundtrack,denver,9,Don't Trust Me,3OH!3,spotify:track:5jzX4dWVQeBTtfBaXnMRt5,https://open.spotify.com/track/5jzX4dWVQeBTtfBaXnMRt5,5jzX4dWVQeBTtfBaXnMRt5,TRUE
Denver Soundtrack,denver,10,You Are the Woman,Firefall,spotify:track:4iiLzvbh0bXMnomiB6DIuk,https://open.spotify.com/track/4iiLzvbh0bXMnomiB6DIuk,4iiLzvbh0bXMnomiB6DIuk,FALSE
Detroit Soundtrack,detroit,1,What's Going On,Marvin Gaye,spotify:track:3Um9toULmYFGCpvaIPFw7l,https://open.spotify.com/track/3Um9toULmYFGCpvaIPFw7l,3Um9toULmYFGCpvaIPFw7l,FALSE
Detroit Soundtrack,detroit,2,My Girl,The Temptations,spotify:track:745H5CctFr12Mo7cqa1BMH,https://open.spotify.com/track/745H5CctFr12Mo7cqa1BMH,745H5CctFr12Mo7cqa1BMH,FALSE
Detroit Soundtrack,detroit,3,Lose Yourself,Eminem,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,5Z01UMMf7V1o0MzF86s6WJ,TRUE
Detroit Soundtrack,detroit,4,Respect,Aretha Franklin,spotify:track:7s25THrKz86DM225dOYwnr,https://open.spotify.com/track/7s25THrKz86DM225dOYwnr,7s25THrKz86DM225dOYwnr,FALSE
Detroit Soundtrack,detroit,5,Superstition,Stevie Wonder,spotify:track:4N0TP4Rmj6QQezWV88ARNJ,https://open.spotify.com/track/4N0TP4Rmj6QQezWV88ARNJ,4N0TP4Rmj6QQezWV88ARNJ,FALSE
Detroit Soundtrack,detroit,6,You Can't Hurry Love,The Supremes,spotify:track:1OppEieGNdItZbE14gLBEv,https://open.spotify.com/track/1OppEieGNdItZbE14gLBEv,1OppEieGNdItZbE14gLBEv,FALSE
Detroit Soundtrack,detroit,7,Detroit vs. Everybody,Eminem,spotify:track:1yerfHilTHLEsJaH7bEn4K,https://open.spotify.com/track/1yerfHilTHLEsJaH7bEn4K,1yerfHilTHLEsJaH7bEn4K,TRUE
Detroit Soundtrack,detroit,8,Old Time Rock and Roll,Bob Seger & The Silver Bullet Band,spotify:track:5EOoMWIB9iK4ZpcSex9Ec7,https://open.spotify.com/track/5EOoMWIB9iK4ZpcSex9Ec7,5EOoMWIB9iK4ZpcSex9Ec7,FALSE
Detroit Soundtrack,detroit,9,The Tears of a Clown,Smokey Robinson & The Miracles,spotify:track:4Dq749x2QP6OXTURJ9GGY8,https://open.spotify.com/track/4Dq749x2QP6OXTURJ9GGY8,4Dq749x2QP6OXTURJ9GGY8,FALSE
Detroit Soundtrack,detroit,10,Reach Out I'll Be There,Four Tops,spotify:track:6Pkj4nv5K53i64cLVgkVyY,https://open.spotify.com/track/6Pkj4nv5K53i64cLVgkVyY,6Pkj4nv5K53i64cLVgkVyY,FALSE
Detroit Soundtrack,detroit,11,Detroit Rock City,KISS,spotify:track:4DmBwHmp0FVO6NJ9QfH2w2,https://open.spotify.com/track/4DmBwHmp0FVO6NJ9QfH2w2,4DmBwHmp0FVO6NJ9QfH2w2,FALSE
Detroit Soundtrack,detroit,12,Seven Nation Army,The White Stripes,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR,3dPQuX8Gs42Y7b454ybpMR,FALSE
Glendale Soundtrack,glendale,1,El Paso,Marty Robbins,spotify:track:4f8hBeMXMvssn6HtFAtblo,https://open.spotify.com/track/4f8hBeMXMvssn6HtFAtblo,4f8hBeMXMvssn6HtFAtblo,FALSE
Glendale Soundtrack,glendale,2,Hey Jealousy,Gin Blossoms,spotify:track:4o7ZPI2fmEi3piRe0Hrfpy,https://open.spotify.com/track/4o7ZPI2fmEi3piRe0Hrfpy,4o7ZPI2fmEi3piRe0Hrfpy,FALSE
Glendale Soundtrack,glendale,3,The Middle,Jimmy Eat World,spotify:track:6GG73Jik4jUlQCkKg9JuGO,https://open.spotify.com/track/6GG73Jik4jUlQCkKg9JuGO,6GG73Jik4jUlQCkKg9JuGO,FALSE
Glendale Soundtrack,glendale,4,Poison,Alice Cooper,spotify:track:5XcZRgJv3zMhTqCyESjQrF,https://open.spotify.com/track/5XcZRgJv3zMhTqCyESjQrF,5XcZRgJv3zMhTqCyESjQrF,FALSE
Glendale Soundtrack,glendale,5,Backwater,Meat Puppets,spotify:track:3KZVWVH4epY2JGaqRs8bqg,https://open.spotify.com/track/3KZVWVH4epY2JGaqRs8bqg,3KZVWVH4epY2JGaqRs8bqg,FALSE
Glendale Soundtrack,glendale,6,Edge of Seventeen,Stevie Nicks,spotify:track:2id8E4WvczfKHB4LHI7Np3,https://open.spotify.com/track/2id8E4WvczfKHB4LHI7Np3,2id8E4WvczfKHB4LHI7Np3,FALSE
Glendale Soundtrack,glendale,7,The First Single (You Know Me),The Format,spotify:track:38tpawuPzka8PZjo1V9RUE,https://open.spotify.com/track/38tpawuPzka8PZjo1V9RUE,38tpawuPzka8PZjo1V9RUE,FALSE
Glendale Soundtrack,glendale,8,Green and Dumb,Roger Clyne & The Peacemakers,spotify:track:3kzQgrK3fRfQSOlqa9mYYf,https://open.spotify.com/track/3kzQgrK3fRfQSOlqa9mYYf,3kzQgrK3fRfQSOlqa9mYYf,FALSE
Glendale Soundtrack,glendale,9,Over Seasons,Authority Zero,spotify:track:7szxifMiAXPrK3wOdDpMdd,https://open.spotify.com/track/7szxifMiAXPrK3wOdDpMdd,7szxifMiAXPrK3wOdDpMdd,FALSE
Glendale Soundtrack,glendale,10,In the End,Linkin Park,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,60a0Rd6pjrkxjPbaKzXjfq,FALSE
Green Bay Soundtrack,green-bay,1,Bang the Drum All Day,Todd Rundgren,spotify:track:54EvqHberbpzMu7nu8hs9S,https://open.spotify.com/track/54EvqHberbpzMu7nu8hs9S,54EvqHberbpzMu7nu8hs9S,FALSE
Green Bay Soundtrack,green-bay,2,Go! You Packers! Go!,Green Bay Packers,spotify:track:7GSHIEg5t37QSiRzbKv9ZL,https://open.spotify.com/track/7GSHIEg5t37QSiRzbKv9ZL,7GSHIEg5t37QSiRzbKv9ZL,FALSE
Green Bay Soundtrack,green-bay,3,Closer to Free,BoDeans,spotify:track:4j2Xkx947eebgeZQBw6pEQ,https://open.spotify.com/track/4j2Xkx947eebgeZQBw6pEQ,4j2Xkx947eebgeZQBw6pEQ,FALSE
Green Bay Soundtrack,green-bay,4,Skinny Love,Bon Iver,spotify:track:3B3eOgLJSqPEA0RfboIQVM,https://open.spotify.com/track/3B3eOgLJSqPEA0RfboIQVM,3B3eOgLJSqPEA0RfboIQVM,FALSE
Green Bay Soundtrack,green-bay,5,Blister in the Sun,Violent Femmes,spotify:track:7jIAttgQTpLDoNtykIQXjH,https://open.spotify.com/track/7jIAttgQTpLDoNtykIQXjH,7jIAttgQTpLDoNtykIQXjH,FALSE
Green Bay Soundtrack,green-bay,6,Only Happy When It Rains,Garbage,spotify:track:23Llyuevgg4Dt5vNdZcEEf,https://open.spotify.com/track/23Llyuevgg4Dt5vNdZcEEf,23Llyuevgg4Dt5vNdZcEEf,FALSE
Green Bay Soundtrack,green-bay,7,The Joker,Steve Miller Band,spotify:track:1bp2IO61zbQrbWNmKKxg3f,https://open.spotify.com/track/1bp2IO61zbQrbWNmKKxg3f,1bp2IO61zbQrbWNmKKxg3f,FALSE
Green Bay Soundtrack,green-bay,8,How High the Moon,Les Paul & Mary Ford,spotify:track:0onHzLoj8yQbjbHtJzwjBx,https://open.spotify.com/track/0onHzLoj8yQbjbHtJzwjBx,0onHzLoj8yQbjbHtJzwjBx,FALSE
Green Bay Soundtrack,green-bay,9,Fadeaway,BoDeans,spotify:track:5pIqZXPYPgaDvY60zuXPKB,https://open.spotify.com/track/5pIqZXPYPgaDvY60zuXPKB,5pIqZXPYPgaDvY60zuXPKB,FALSE
Green Bay Soundtrack,green-bay,10,Add It Up,Violent Femmes,spotify:track:61QW3AcU1jm5ttPOn8eZhn,https://open.spotify.com/track/61QW3AcU1jm5ttPOn8eZhn,61QW3AcU1jm5ttPOn8eZhn,TRUE
Houston Soundtrack,houston,1,La Grange,ZZ Top,spotify:track:0u6JFVn0KHHlidZxNL9gVE,https://open.spotify.com/track/0u6JFVn0KHHlidZxNL9gVE,0u6JFVn0KHHlidZxNL9gVE,FALSE
Houston Soundtrack,houston,2,Love on Top,Beyoncé,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,https://open.spotify.com/track/1z6WtY7X4HQJvzxC4UgkSf,1z6WtY7X4HQJvzxC4UgkSf,FALSE
Houston Soundtrack,houston,3,Mind Playing Tricks on Me,Geto Boys,spotify:track:4j3sD1EcYquM2ltqNH19ec,https://open.spotify.com/track/4j3sD1EcYquM2ltqNH19ec,4j3sD1EcYquM2ltqNH19ec,TRUE
Houston Soundtrack,houston,4,Still Tippin',Mike Jones,spotify:track:59rtiYOPgMEDf3yPEfU2la,https://open.spotify.com/track/59rtiYOPgMEDf3yPEfU2la,59rtiYOPgMEDf3yPEfU2la,TRUE
Houston Soundtrack,houston,5,Say My Name,Destiny's Child,spotify:track:7H6ev70Weq6DdpZyyTmUXk,https://open.spotify.com/track/7H6ev70Weq6DdpZyyTmUXk,7H6ev70Weq6DdpZyyTmUXk,FALSE
Houston Soundtrack,houston,6,SICKO MODE,Travis Scott,spotify:track:2xLMifQCjDGFmkHkpNLD9h,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2xLMifQCjDGFmkHkpNLD9h,TRUE
Houston Soundtrack,houston,7,Sittin' Sidewayz,Paul Wall,spotify:track:24PWKmemCvqfyVXODhoKHW,https://open.spotify.com/track/24PWKmemCvqfyVXODhoKHW,24PWKmemCvqfyVXODhoKHW,TRUE
Houston Soundtrack,houston,8,Tighten Up,Archie Bell & The Drells,spotify:track:6IIcvtmuGpWIasqOpyGlyY,https://open.spotify.com/track/6IIcvtmuGpWIasqOpyGlyY,6IIcvtmuGpWIasqOpyGlyY,FALSE
Houston Soundtrack,houston,9,Mojo Hand,Lightnin' Hopkins,spotify:track:41s9iG3fTuu32yBnmDLCcZ,https://open.spotify.com/track/41s9iG3fTuu32yBnmDLCcZ,41s9iG3fTuu32yBnmDLCcZ,FALSE
Houston Soundtrack,houston,10,Int'l Players Anthem (I Choose You),UGK,spotify:track:4ns1XFP3W5JPyzvnAjMdHD,https://open.spotify.com/track/4ns1XFP3W5JPyzvnAjMdHD,4ns1XFP3W5JPyzvnAjMdHD,TRUE
Indianapolis Soundtrack,indianapolis,1,Back Home Again in Indiana,Louis Armstrong,spotify:track:35XgLVf5kMyuIbiZoAQnxE,https://open.spotify.com/track/35XgLVf5kMyuIbiZoAQnxE,35XgLVf5kMyuIbiZoAQnxE,FALSE
Indianapolis Soundtrack,indianapolis,2,Small Town,John Mellencamp,spotify:track:2HsjJJL4DhPCzMlnaGv7ap,https://open.spotify.com/track/2HsjJJL4DhPCzMlnaGv7ap,2HsjJJL4DhPCzMlnaGv7ap,FALSE
Indianapolis Soundtrack,indianapolis,3,I Want You Back,The Jackson 5,spotify:track:5LxvwujISqiB8vpRYv887S,https://open.spotify.com/track/5LxvwujISqiB8vpRYv887S,5LxvwujISqiB8vpRYv887S,FALSE
Indianapolis Soundtrack,indianapolis,4,When Can I See You,Babyface,spotify:track:2zItQNJrVrTioXTXWiI2ed,https://open.spotify.com/track/2zItQNJrVrTioXTXWiI2ed,2zItQNJrVrTioXTXWiI2ed,FALSE
Indianapolis Soundtrack,indianapolis,5,Jack & Diane,John Mellencamp,spotify:track:6xrdxmGZnnpScIck7YxCnd,https://open.spotify.com/track/6xrdxmGZnnpScIck7YxCnd,6xrdxmGZnnpScIck7YxCnd,FALSE
Indianapolis Soundtrack,indianapolis,6,Bumpin' on Sunset,Wes Montgomery,spotify:track:1yxJK6q9oymWO3vjbPCYmp,https://open.spotify.com/track/1yxJK6q9oymWO3vjbPCYmp,1yxJK6q9oymWO3vjbPCYmp,FALSE
Indianapolis Soundtrack,indianapolis,7,ABC,The Jackson 5,spotify:track:6D8kc7RO0rqBLSo2YPflJ5,https://open.spotify.com/track/6D8kc7RO0rqBLSo2YPflJ5,6D8kc7RO0rqBLSo2YPflJ5,FALSE
Indianapolis Soundtrack,indianapolis,8,Thuggin',Freddie Gibbs,spotify:track:6m192NGYZHIbO5UBkkM4oN,https://open.spotify.com/track/6m192NGYZHIbO5UBkkM4oN,6m192NGYZHIbO5UBkkM4oN,TRUE
Indianapolis Soundtrack,indianapolis,9,Night and Day,Cole Porter,spotify:track:23ObhfKJdLVJstWbIkkuwT,https://open.spotify.com/track/23ObhfKJdLVJstWbIkkuwT,23ObhfKJdLVJstWbIkkuwT,FALSE
Indianapolis Soundtrack,indianapolis,10,Paradise City,Guns N' Roses,spotify:track:6eN1f9KNmiWEhpE2RhQqB5,https://open.spotify.com/track/6eN1f9KNmiWEhpE2RhQqB5,6eN1f9KNmiWEhpE2RhQqB5,FALSE
Jacksonville Soundtrack,jacksonville,1,Free Bird,Lynyrd Skynyrd,spotify:track:5EWPGh7jbTNO2wakv8LjUI,https://open.spotify.com/track/5EWPGh7jbTNO2wakv8LjUI,5EWPGh7jbTNO2wakv8LjUI,FALSE
Jacksonville Soundtrack,jacksonville,2,Sweet Home Alabama,Lynyrd Skynyrd,spotify:track:7e89621JPkKaeDSTQ3avtg,https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg,7e89621JPkKaeDSTQ3avtg,FALSE
Jacksonville Soundtrack,jacksonville,3,Hold On Loosely,.38 Special,spotify:track:6i9dZZQWNB06HKsQYKTiPF,https://open.spotify.com/track/6i9dZZQWNB06HKsQYKTiPF,6i9dZZQWNB06HKsQYKTiPF,FALSE
Jacksonville Soundtrack,jacksonville,4,Flirtin' with Disaster,Molly Hatchet,spotify:track:61BywQA7q8KjpGjp3rHuRv,https://open.spotify.com/track/61BywQA7q8KjpGjp3rHuRv,61BywQA7q8KjpGjp3rHuRv,FALSE
Jacksonville Soundtrack,jacksonville,5,Rollin' (Air Raid Vehicle),Limp Bizkit,spotify:track:3IV4swNduIRunHREK80owz,https://open.spotify.com/track/3IV4swNduIRunHREK80owz,3IV4swNduIRunHREK80owz,TRUE
Jacksonville Soundtrack,jacksonville,6,Ocean Avenue,Yellowcard,spotify:track:23oxJmDc1V9uLUSmN2LIvx,https://open.spotify.com/track/23oxJmDc1V9uLUSmN2LIvx,23oxJmDc1V9uLUSmN2LIvx,FALSE
Jacksonville Soundtrack,jacksonville,7,Second Chance,Shinedown,spotify:track:0CwYG1UnRmOx8Q1EzElCIL,https://open.spotify.com/track/0CwYG1UnRmOx8Q1EzElCIL,0CwYG1UnRmOx8Q1EzElCIL,FALSE
Jacksonville Soundtrack,jacksonville,8,Simple Man,Lynyrd Skynyrd,spotify:track:1ju7EsSGvRybSNEsRvc7qY,https://open.spotify.com/track/1ju7EsSGvRybSNEsRvc7qY,1ju7EsSGvRybSNEsRvc7qY,FALSE
Jacksonville Soundtrack,jacksonville,9,Face Down,The Red Jumpsuit Apparatus,spotify:track:4wzjNqjKAKDU82e8uMhzmr,https://open.spotify.com/track/4wzjNqjKAKDU82e8uMhzmr,4wzjNqjKAKDU82e8uMhzmr,FALSE
Jacksonville Soundtrack,jacksonville,10,"Train, Train",Blackfoot,spotify:track:5bSpsKGoGKXOOfg7F3ZtKz,https://open.spotify.com/track/5bSpsKGoGKXOOfg7F3ZtKz,5bSpsKGoGKXOOfg7F3ZtKz,FALSE
Kansas City Soundtrack,kansas-city,1,Kansas City,Wilbert Harrison,spotify:track:4GvyP7CnBJEV2t7L7vOkjw,https://open.spotify.com/track/4GvyP7CnBJEV2t7L7vOkjw,4GvyP7CnBJEV2t7L7vOkjw,FALSE
Kansas City Soundtrack,kansas-city,2,Red Kingdom,Tech N9ne,spotify:track:5buj0D6E7rCRFi3xV9STYo,https://open.spotify.com/track/5buj0D6E7rCRFi3xV9STYo,5buj0D6E7rCRFi3xV9STYo,FALSE
Kansas City Soundtrack,kansas-city,3,One O'Clock Jump,Count Basie,spotify:track:6DDhXGwCHmzT3EVoXr9lS2,https://open.spotify.com/track/6DDhXGwCHmzT3EVoXr9lS2,6DDhXGwCHmzT3EVoXr9lS2,FALSE
Kansas City Soundtrack,kansas-city,4,Ornithology,Charlie Parker,spotify:track:7s1fLxwhmKa6VDNqzJzOsE,https://open.spotify.com/track/7s1fLxwhmKa6VDNqzJzOsE,7s1fLxwhmKa6VDNqzJzOsE,FALSE
Kansas City Soundtrack,kansas-city,5,"Shake, Rattle and Roll",Big Joe Turner,spotify:track:7aLoa1F3EoM8AeC6Ao1RKz,https://open.spotify.com/track/7aLoa1F3EoM8AeC6Ao1RKz,7aLoa1F3EoM8AeC6Ao1RKz,FALSE
Kansas City Soundtrack,kansas-city,6,Tightrope,Janelle Monáe,spotify:track:1ljzHUgt2SU2ADkhfa9eBC,https://open.spotify.com/track/1ljzHUgt2SU2ADkhfa9eBC,1ljzHUgt2SU2ADkhfa9eBC,FALSE
Kansas City Soundtrack,kansas-city,7,Blurry,Puddle of Mudd,spotify:track:0FLBNqc5oAiTt4J2e3fe3y,https://open.spotify.com/track/0FLBNqc5oAiTt4J2e3fe3y,0FLBNqc5oAiTt4J2e3fe3y,FALSE
Kansas City Soundtrack,kansas-city,8,Ten Minutes,The Get Up Kids,spotify:track:1ChIaMGPLX81mbIRAhD0Yh,https://open.spotify.com/track/1ChIaMGPLX81mbIRAhD0Yh,1ChIaMGPLX81mbIRAhD0Yh,FALSE
Kansas City Soundtrack,kansas-city,9,Caribou Lou,Tech N9ne,spotify:track:0I0wn4G67txQwENcmRH3d6,https://open.spotify.com/track/0I0wn4G67txQwENcmRH3d6,0I0wn4G67txQwENcmRH3d6,TRUE
Kansas City Soundtrack,kansas-city,10,Come to My Window,Melissa Etheridge,spotify:track:4LmlGaGTEbTGE5VngAbpA3,https://open.spotify.com/track/4LmlGaGTEbTGE5VngAbpA3,4LmlGaGTEbTGE5VngAbpA3,FALSE
Las Vegas Soundtrack,las-vegas,1,Viva Las Vegas,Elvis Presley,spotify:track:5Q7ayTarb9Tpmkik5cVMug,https://open.spotify.com/track/5Q7ayTarb9Tpmkik5cVMug,5Q7ayTarb9Tpmkik5cVMug,FALSE
