Playlist,Playlist Slug,Position,Title,Artist,Spotify URI,Spotify URL,Spotify Track ID,Explicit
Las Vegas Soundtrack,las-vegas,2,Mr. Brightside,The Killers,spotify:track:003vvx7Niy0yvhvHt4a68B,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,003vvx7Niy0yvhvHt4a68B,FALSE
Las Vegas Soundtrack,las-vegas,3,Luck Be a Lady,Frank Sinatra,spotify:track:46VnIazlvGD1jyy1IygMqz,https://open.spotify.com/track/46VnIazlvGD1jyy1IygMqz,46VnIazlvGD1jyy1IygMqz,FALSE
Las Vegas Soundtrack,las-vegas,4,I Write Sins Not Tragedies,Panic! at the Disco,spotify:track:5cY8y2XgOfkAh4kSWLFKkz,https://open.spotify.com/track/5cY8y2XgOfkAh4kSWLFKkz,5cY8y2XgOfkAh4kSWLFKkz,TRUE
Las Vegas Soundtrack,las-vegas,5,Radioactive,Imagine Dragons,spotify:track:62yJjFtgkhUrXktIoSjgP2,https://open.spotify.com/track/62yJjFtgkhUrXktIoSjgP2,62yJjFtgkhUrXktIoSjgP2,FALSE
Las Vegas Soundtrack,las-vegas,6,Leaving Las Vegas,Sheryl Crow,spotify:track:6MWJy3DXI0Je49FW3gDpLp,https://open.spotify.com/track/6MWJy3DXI0Je49FW3gDpLp,6MWJy3DXI0Je49FW3gDpLp,FALSE
Las Vegas Soundtrack,las-vegas,7,When You Were Young,The Killers,spotify:track:70wYA8oYHoMzhRRkARoMhU,https://open.spotify.com/track/70wYA8oYHoMzhRRkARoMhU,70wYA8oYHoMzhRRkARoMhU,FALSE
Las Vegas Soundtrack,las-vegas,8,Danke Schoen,Wayne Newton,spotify:track:3H8Sn0mYsZMPPlMCbebOJ5,https://open.spotify.com/track/3H8Sn0mYsZMPPlMCbebOJ5,3H8Sn0mYsZMPPlMCbebOJ5,FALSE
Las Vegas Soundtrack,las-vegas,9,Waking Up in Vegas,Katy Perry,spotify:track:0CINJz55gaKzuAsqhZ0hEU,https://open.spotify.com/track/0CINJz55gaKzuAsqhZ0hEU,0CINJz55gaKzuAsqhZ0hEU,FALSE
Las Vegas Soundtrack,las-vegas,10,Believer,Imagine Dragons,spotify:track:0pqnGHJpmpxLKifKRmU6WP,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,FALSE
London Soundtrack,london,1,London Calling,The Clash,spotify:track:124Y9LPRCAz3q2OP0iCvcJ,https://open.spotify.com/track/124Y9LPRCAz3q2OP0iCvcJ,124Y9LPRCAz3q2OP0iCvcJ,FALSE
London Soundtrack,london,2,Waterloo Sunset,The Kinks,spotify:track:3G0EALIIp5DAeIERxXBHmo,https://open.spotify.com/track/3G0EALIIp5DAeIERxXBHmo,3G0EALIIp5DAeIERxXBHmo,FALSE
London Soundtrack,london,3,Streets of London,Ralph McTell,spotify:track:2zwH1NlxBEpzVlvzXNHQso,https://open.spotify.com/track/2zwH1NlxBEpzVlvzXNHQso,2zwH1NlxBEpzVlvzXNHQso,FALSE
London Soundtrack,london,4,Down in the Tube Station at Midnight,The Jam,spotify:track:6tix2R9ovEBCCzDofs2DyT,https://open.spotify.com/track/6tix2R9ovEBCCzDofs2DyT,6tix2R9ovEBCCzDofs2DyT,FALSE
London Soundtrack,london,5,LDN,Lily Allen,spotify:track:48T3AtfhOgz3euMEO2Z4hS,https://open.spotify.com/track/48T3AtfhOgz3euMEO2Z4hS,48T3AtfhOgz3euMEO2Z4hS,FALSE
London Soundtrack,london,6,Werewolves of London,Warren Zevon,spotify:track:6kotXaSQaGYxE62hVpdHWu,https://open.spotify.com/track/6kotXaSQaGYxE62hVpdHWu,6kotXaSQaGYxE62hVpdHWu,FALSE
London Soundtrack,london,7,Up the Junction,Squeeze,spotify:track:1zU0kAJdEPyRs4x5gkQQER,https://open.spotify.com/track/1zU0kAJdEPyRs4x5gkQQER,1zU0kAJdEPyRs4x5gkQQER,FALSE
London Soundtrack,london,8,Parklife,Blur,spotify:track:3mqRLlD9j92BBv1ueFhJ1l,https://open.spotify.com/track/3mqRLlD9j92BBv1ueFhJ1l,3mqRLlD9j92BBv1ueFhJ1l,FALSE
London Soundtrack,london,9,Hometown Glory,Adele,spotify:track:3rWRug4G3BjW33bxFwrEr9,https://open.spotify.com/track/3rWRug4G3BjW33bxFwrEr9,3rWRug4G3BjW33bxFwrEr9,FALSE
London Soundtrack,london,10,Play with Fire,The Rolling Stones,spotify:track:30V02AmDYMRvrHE4L8cZAo,https://open.spotify.com/track/30V02AmDYMRvrHE4L8cZAo,30V02AmDYMRvrHE4L8cZAo,FALSE
Los Angeles Soundtrack,los-angeles,1,I Love L.A.,Randy Newman,spotify:track:1pJHnQCWY4hn8ZWuNJ75jt,https://open.spotify.com/track/1pJHnQCWY4hn8ZWuNJ75jt,1pJHnQCWY4hn8ZWuNJ75jt,FALSE
Los Angeles Soundtrack,los-angeles,2,California Love,2Pac,spotify:track:3ia3dJETSOllPsv3LJkE35,https://open.spotify.com/track/3ia3dJETSOllPsv3LJkE35,3ia3dJETSOllPsv3LJkE35,TRUE
Los Angeles Soundtrack,los-angeles,3,Californication,Red Hot Chili Peppers,spotify:track:48UPSzbZjgc449aqz8bxox,https://open.spotify.com/track/48UPSzbZjgc449aqz8bxox,48UPSzbZjgc449aqz8bxox,FALSE
Los Angeles Soundtrack,los-angeles,4,California Dreamin',The Mamas & the Papas,spotify:track:1ZEOIhSn6BKErV59bIgn76,https://open.spotify.com/track/1ZEOIhSn6BKErV59bIgn76,1ZEOIhSn6BKErV59bIgn76,FALSE
Los Angeles Soundtrack,los-angeles,5,Straight Outta Compton,N.W.A,spotify:track:6KIKRz9eSTXdNsGUnomdtW,https://open.spotify.com/track/6KIKRz9eSTXdNsGUnomdtW,6KIKRz9eSTXdNsGUnomdtW,TRUE
Los Angeles Soundtrack,los-angeles,6,Alright,Kendrick Lamar,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,https://open.spotify.com/track/3iVcZ5G6tvkXZkZKlMpIUs,3iVcZ5G6tvkXZkZKlMpIUs,TRUE
Los Angeles Soundtrack,los-angeles,7,What I Got,Sublime,spotify:track:3B4q6KbHbGV51HO3GznBFF,https://open.spotify.com/track/3B4q6KbHbGV51HO3GznBFF,3B4q6KbHbGV51HO3GznBFF,TRUE
Los Angeles Soundtrack,los-angeles,8,L.A. Woman,The Doors,spotify:track:6DmfWj5kOa1fX8AwN9byOn,https://open.spotify.com/track/6DmfWj5kOa1fX8AwN9byOn,6DmfWj5kOa1fX8AwN9byOn,FALSE
Los Angeles Soundtrack,los-angeles,9,Gin and Juice,Snoop Dogg,spotify:track:39QBkWKnap8wRSW4WB9OK0,https://open.spotify.com/track/39QBkWKnap8wRSW4WB9OK0,39QBkWKnap8wRSW4WB9OK0,TRUE
Los Angeles Soundtrack,los-angeles,10,I Get Around,The Beach Boys,spotify:track:3mXexrmtPJ1KdWN37rYePx,https://open.spotify.com/track/3mXexrmtPJ1KdWN37rYePx,3mXexrmtPJ1KdWN37rYePx,FALSE
Madrid Soundtrack,madrid,1,Pongamos que hablo de Madrid,Joaquín Sabina,spotify:track:4L3gOv26fhKuOZCOaZgQYj,https://open.spotify.com/track/4L3gOv26fhKuOZCOaZgQYj,4L3gOv26fhKuOZCOaZgQYj,FALSE
Madrid Soundtrack,madrid,2,Hijo de la Luna,Mecano,spotify:track:7g3g2sqevicvurLTZ75JTA,https://open.spotify.com/track/7g3g2sqevicvurLTZ75JTA,7g3g2sqevicvurLTZ75JTA,FALSE
Madrid Soundtrack,madrid,3,A Quién Le Importa,Alaska y Dinarama,spotify:track:7Eb5AYiiGWItBNddlmxvnh,https://open.spotify.com/track/7Eb5AYiiGWItBNddlmxvnh,7Eb5AYiiGWItBNddlmxvnh,FALSE
Madrid Soundtrack,madrid,4,Chica de Ayer,Nacha Pop,spotify:track:4chpfrjIqrOPshlDU4ZrKe,https://open.spotify.com/track/4chpfrjIqrOPshlDU4ZrKe,4chpfrjIqrOPshlDU4ZrKe,FALSE
Madrid Soundtrack,madrid,5,Hala Madrid y Nada Más,Real Madrid C.F.,spotify:track:5pIy4qzGJmEElPppFxSN8W,https://open.spotify.com/track/5pIy4qzGJmEElPppFxSN8W,5pIy4qzGJmEElPppFxSN8W,FALSE
Madrid Soundtrack,madrid,6,Enamorado de la Moda Juvenil,Radio Futura,spotify:track:6dC0U0ZJrmSw05sdnjDpGJ,https://open.spotify.com/track/6dC0U0ZJrmSw05sdnjDpGJ,6dC0U0ZJrmSw05sdnjDpGJ,FALSE
Madrid Soundtrack,madrid,7,Déjame,Los Secretos,spotify:track:74anwTmdyvA3f8RUtCQqKD,https://open.spotify.com/track/74anwTmdyvA3f8RUtCQqKD,74anwTmdyvA3f8RUtCQqKD,FALSE
Madrid Soundtrack,madrid,8,Malamente,Rosalía,spotify:track:1B0BQaSRHxhI0AUlItY3LK,https://open.spotify.com/track/1B0BQaSRHxhI0AUlItY3LK,1B0BQaSRHxhI0AUlItY3LK,FALSE
Madrid Soundtrack,madrid,9,Rosas,La Oreja de Van Gogh,spotify:track:4waqcUQWdj0yH26STWl2Rq,https://open.spotify.com/track/4waqcUQWdj0yH26STWl2Rq,4waqcUQWdj0yH26STWl2Rq,FALSE
Madrid Soundtrack,madrid,10,Y Viva España,Manolo Escobar,spotify:track:5ofoJtNO9tlJDPfI7j1Eth,https://open.spotify.com/track/5ofoJtNO9tlJDPfI7j1Eth,5ofoJtNO9tlJDPfI7j1Eth,FALSE
Melbourne Soundtrack,melbourne,1,Leaps and Bounds,Paul Kelly,spotify:track:4XFpth43C6jzaA9fK1Jsmp,https://open.spotify.com/track/4XFpth43C6jzaA9fK1Jsmp,4XFpth43C6jzaA9fK1Jsmp,FALSE
Melbourne Soundtrack,melbourne,2,Down Under,Men at Work,spotify:track:3ZZq9396zv8pcn5GYVhxUi,https://open.spotify.com/track/3ZZq9396zv8pcn5GYVhxUi,3ZZq9396zv8pcn5GYVhxUi,FALSE
Melbourne Soundtrack,melbourne,3,Don't Dream It's Over,Crowded House,spotify:track:56GbZVwxMdf1DENCluYS8A,https://open.spotify.com/track/56GbZVwxMdf1DENCluYS8A,56GbZVwxMdf1DENCluYS8A,FALSE
Melbourne Soundtrack,melbourne,4,Living in the 70's,Skyhooks,spotify:track:4xd2I8L75IoTzX5bezbP2m,https://open.spotify.com/track/4xd2I8L75IoTzX5bezbP2m,4xd2I8L75IoTzX5bezbP2m,FALSE
Melbourne Soundtrack,melbourne,5,Red Right Hand,Nick Cave & The Bad Seeds,spotify:track:0jVo3e34A15l6MNu1O3cfa,https://open.spotify.com/track/0jVo3e34A15l6MNu1O3cfa,0jVo3e34A15l6MNu1O3cfa,FALSE
Melbourne Soundtrack,melbourne,6,Sweet Disposition,The Temper Trap,spotify:track:49x8Zp5wDjoquBE1THLLCV,https://open.spotify.com/track/49x8Zp5wDjoquBE1THLLCV,49x8Zp5wDjoquBE1THLLCV,FALSE
Melbourne Soundtrack,melbourne,7,Avant Gardener,Courtney Barnett,spotify:track:39JZ7vKB53VfcsQ5mQIcdj,https://open.spotify.com/track/39JZ7vKB53VfcsQ5mQIcdj,39JZ7vKB53VfcsQ5mQIcdj,FALSE
Melbourne Soundtrack,melbourne,8,Can't Get You Out of My Head,Kylie Minogue,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,https://open.spotify.com/track/3E7ZwUMJFqpsDOJzEkBrQ7,3E7ZwUMJFqpsDOJzEkBrQ7,FALSE
Melbourne Soundtrack,melbourne,9,Throw Your Arms Around Me,Hunters & Collectors,spotify:track:5HqQCntDNtSHqUN8trMCym,https://open.spotify.com/track/5HqQCntDNtSHqUN8trMCym,5HqQCntDNtSHqUN8trMCym,FALSE
Melbourne Soundtrack,melbourne,10,From St Kilda to Kings Cross,Paul Kelly,spotify:track:2PiEiTrxNlTA86nyjXIOJE,https://open.spotify.com/track/2PiEiTrxNlTA86nyjXIOJE,2PiEiTrxNlTA86nyjXIOJE,FALSE
Mexico City Soundtrack,mexico-city,1,Eres,Café Tacvba,spotify:track:6kdCN6gTWLcLxmLXoUcwuI,https://open.spotify.com/track/6kdCN6gTWLcLxmLXoUcwuI,6kdCN6gTWLcLxmLXoUcwuI,FALSE
Mexico City Soundtrack,mexico-city,2,Chilanga Banda,Café Tacvba,spotify:track:6004tMws4nCQqtGBaInsF0,https://open.spotify.com/track/6004tMws4nCQqtGBaInsF0,6004tMws4nCQqtGBaInsF0,FALSE
Mexico City Soundtrack,mexico-city,3,Sábado Distrito Federal,Chava Flores,spotify:track:5lU7iS9Ie7HbZOpVbgaGRZ,https://open.spotify.com/track/5lU7iS9Ie7HbZOpVbgaGRZ,5lU7iS9Ie7HbZOpVbgaGRZ,FALSE
Mexico City Soundtrack,mexico-city,4,Gimme Tha Power,Molotov,spotify:track:7bN2XAxC3SN8Ie16xP6lpm,https://open.spotify.com/track/7bN2XAxC3SN8Ie16xP6lpm,7bN2XAxC3SN8Ie16xP6lpm,TRUE
Mexico City Soundtrack,mexico-city,5,La Célula Que Explota,Caifanes,spotify:track:5mB0MGsRfKZALHrXjnktCK,https://open.spotify.com/track/5mB0MGsRfKZALHrXjnktCK,5mB0MGsRfKZALHrXjnktCK,FALSE
Mexico City Soundtrack,mexico-city,6,Pachuco,Maldita Vecindad,spotify:track:5ovYwJmYcFvSvn6nRQOPyL,https://open.spotify.com/track/5ovYwJmYcFvSvn6nRQOPyL,5ovYwJmYcFvSvn6nRQOPyL,FALSE
Mexico City Soundtrack,mexico-city,7,Labios Rotos,Zoé,spotify:track:1nULBrlzWatdcjA2ZctIMv,https://open.spotify.com/track/1nULBrlzWatdcjA2ZctIMv,1nULBrlzWatdcjA2ZctIMv,FALSE
Mexico City Soundtrack,mexico-city,8,Querida,Juan Gabriel,spotify:track:5ySxlyvySBhIEvoO2xx7uT,https://open.spotify.com/track/5ySxlyvySBhIEvoO2xx7uT,5ySxlyvySBhIEvoO2xx7uT,FALSE
Mexico City Soundtrack,mexico-city,9,El Triste,José José,spotify:track:0aTMBEfPCCkKkneU6gLmDD,https://open.spotify.com/track/0aTMBEfPCCkKkneU6gLmDD,0aTMBEfPCCkKkneU6gLmDD,FALSE
Mexico City Soundtrack,mexico-city,10,Hasta la Raíz,Natalia Lafourcade,spotify:track:3lGMtkONrZdJ8kTCg6KIFf,https://open.spotify.com/track/3lGMtkONrZdJ8kTCg6KIFf,3lGMtkONrZdJ8kTCg6KIFf,FALSE
Miami Soundtrack,miami,1,Miami,Will Smith,spotify:track:6e8Ou0wiqAzIpWb2eSxll8,https://open.spotify.com/track/6e8Ou0wiqAzIpWb2eSxll8,6e8Ou0wiqAzIpWb2eSxll8,FALSE
Miami Soundtrack,miami,2,Conga,Gloria Estefan & Miami Sound Machine,spotify:track:53pZ8y3yMYUNpclGwIufu0,https://open.spotify.com/track/53pZ8y3yMYUNpclGwIufu0,53pZ8y3yMYUNpclGwIufu0,FALSE
Miami Soundtrack,miami,3,Bad Boy,Miami Sound Machine,spotify:track:5AM6VOkN7ficA2O04f5JG1,https://open.spotify.com/track/5AM6VOkN7ficA2O04f5JG1,5AM6VOkN7ficA2O04f5JG1,FALSE
Miami Soundtrack,miami,4,Give Me Everything,Pitbull,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,https://open.spotify.com/track/4QNpBfC0zvjKqPJcyqBy9W,4QNpBfC0zvjKqPJcyqBy9W,FALSE
Miami Soundtrack,miami,5,That's the Way (I Like It),KC and the Sunshine Band,spotify:track:1qiQduM84A0VeH8Y2uAbqi,https://open.spotify.com/track/1qiQduM84A0VeH8Y2uAbqi,1qiQduM84A0VeH8Y2uAbqi,FALSE
Miami Soundtrack,miami,6,La Vida Es Un Carnaval,Celia Cruz,spotify:track:1BwrMGGhPA6GarWIYaFrW8,https://open.spotify.com/track/1BwrMGGhPA6GarWIYaFrW8,1BwrMGGhPA6GarWIYaFrW8,FALSE
Miami Soundtrack,miami,7,Me So Horny,2 Live Crew,spotify:track:6VmhXZ7mS30uWNecHkFouO,https://open.spotify.com/track/6VmhXZ7mS30uWNecHkFouO,6VmhXZ7mS30uWNecHkFouO,TRUE
Miami Soundtrack,miami,8,Act Up,City Girls,spotify:track:3A2yGHWIzmGEIolwonU69h,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h,3A2yGHWIzmGEIolwonU69h,TRUE
Miami Soundtrack,miami,9,I Know You Want Me (Calle Ocho),Pitbull,spotify:track:5RzFJd6W40SDTyZkX6xx45,https://open.spotify.com/track/5RzFJd6W40SDTyZkX6xx45,5RzFJd6W40SDTyZkX6xx45,FALSE
Miami Soundtrack,miami,10,Just Another Day,Jon Secada,spotify:track:5AoBNJQDXXEnIJGjJjZu3y,https://open.spotify.com/track/5AoBNJQDXXEnIJGjJjZu3y,5AoBNJQDXXEnIJGjJjZu3y,FALSE
Miami Soundtrack,miami,11,Hustlin',Rick Ross,spotify:track:3hQCHzkE5oSA3F1xM8bpcM,https://open.spotify.com/track/3hQCHzkE5oSA3F1xM8bpcM,3hQCHzkE5oSA3F1xM8bpcM,TRUE
Miami Soundtrack,miami,12,My House,Flo Rida,spotify:track:6Knv6wdA0luoMUuuoYi2i1,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1,6Knv6wdA0luoMUuuoYi2i1,FALSE
Miami Soundtrack,miami,13,Take It to da House,Trick Daddy,spotify:track:1wLhwzPAtze5JT8qqXlqaO,https://open.spotify.com/track/1wLhwzPAtze5JT8qqXlqaO,1wLhwzPAtze5JT8qqXlqaO,TRUE
Miami Soundtrack,miami,14,Da Baddest,Trina,spotify:track:1rBittbf1aWwzeW28dI7Lv,https://open.spotify.com/track/1rBittbf1aWwzeW28dI7Lv,1rBittbf1aWwzeW28dI7Lv,TRUE
Miami Soundtrack,miami,15,Miami Dolphins Anthem (Number 1),Adjnamedroach,spotify:track:5ijX7Xexdp0PfFcL6fviUt,https://open.spotify.com/track/5ijX7Xexdp0PfFcL6fviUt,5ijX7Xexdp0PfFcL6fviUt,TRUE
Miami Soundtrack,miami,16,All I Do Is Win,DJ Khaled,spotify:track:12sXrSIdiqCtB0vKYHNH29,https://open.spotify.com/track/12sXrSIdiqCtB0vKYHNH29,12sXrSIdiqCtB0vKYHNH29,FALSE
Miami Soundtrack,miami,17,Low,Flo Rida,spotify:track:0CAfXk7DXMnon4gLudAp7J,https://open.spotify.com/track/0CAfXk7DXMnon4gLudAp7J,0CAfXk7DXMnon4gLudAp7J,FALSE
Miami Soundtrack,miami,18,The Boss,Rick Ross,spotify:track:67LLvp5hpAtJRZQa7frobT,https://open.spotify.com/track/67LLvp5hpAtJRZQa7frobT,67LLvp5hpAtJRZQa7frobT,TRUE
Miami Soundtrack,miami,19,Grind on Me,Pretty Ricky,spotify:track:7B0aNfWGftNcqixZKUmNP6,https://open.spotify.com/track/7B0aNfWGftNcqixZKUmNP6,7B0aNfWGftNcqixZKUmNP6,TRUE
Miami Soundtrack,miami,20,Culo,Pitbull,spotify:track:7DBFxEnUbVn533sURMZMwt,https://open.spotify.com/track/7DBFxEnUbVn533sURMZMwt,7DBFxEnUbVn533sURMZMwt,TRUE
Milwaukee Soundtrack,milwaukee,1,We're in This Love Together,Al Jarreau,spotify:track:1Let4BYaYSum46nAGO1i6v,https://open.spotify.com/track/1Let4BYaYSum46nAGO1i6v,1Let4BYaYSum46nAGO1i6v,FALSE
Milwaukee Soundtrack,milwaukee,2,Gone Daddy Gone,Violent Femmes,spotify:track:7mVoBnU3mxV5Q6n4DmOv6K,https://open.spotify.com/track/7mVoBnU3mxV5Q6n4DmOv6K,7mVoBnU3mxV5Q6n4DmOv6K,FALSE
Milwaukee Soundtrack,milwaukee,3,Fly Like an Eagle,Steve Miller Band,spotify:track:3e0FzZjTXOUtiJGSClOBrI,https://open.spotify.com/track/3e0FzZjTXOUtiJGSClOBrI,3e0FzZjTXOUtiJGSClOBrI,FALSE
Milwaukee Soundtrack,milwaukee,4,Spend My Life with You,Eric Benét,spotify:track:58s4iqgXFzXhBndBkg2AaD,https://open.spotify.com/track/58s4iqgXFzXhBndBkg2AaD,58s4iqgXFzXhBndBkg2AaD,FALSE
Milwaukee Soundtrack,milwaukee,5,Why Did Ever We Meet,The Promise Ring,spotify:track:2Zgc8sFzmnTGhUG8vcJ0Mj,https://open.spotify.com/track/2Zgc8sFzmnTGhUG8vcJ0Mj,2Zgc8sFzmnTGhUG8vcJ0Mj,FALSE
Milwaukee Soundtrack,milwaukee,6,Beer Barrel Polka (Roll Out the Barrel),Frankie Yankovic,spotify:track:6c6SiWLlH6yMSoMbbGpZ1Y,https://open.spotify.com/track/6c6SiWLlH6yMSoMbbGpZ1Y,6c6SiWLlH6yMSoMbbGpZ1Y,FALSE
Milwaukee Soundtrack,milwaukee,7,I'll Be Seeing You,Liberace,spotify:track:1wCP1omNDYfTXNNPJvxwnE,https://open.spotify.com/track/1wCP1omNDYfTXNNPJvxwnE,1wCP1omNDYfTXNNPJvxwnE,FALSE
Milwaukee Soundtrack,milwaukee,8,My Projects,Coo Coo Cal,spotify:track:6dJZY47RgBcd7A9pSsWL6S,https://open.spotify.com/track/6dJZY47RgBcd7A9pSsWL6S,6dJZY47RgBcd7A9pSsWL6S,TRUE
Milwaukee Soundtrack,milwaukee,9,Good Things,BoDeans,spotify:track:7pU7xdjTwZyDW1XoZpV5Dl,https://open.spotify.com/track/7pU7xdjTwZyDW1XoZpV5Dl,7pU7xdjTwZyDW1XoZpV5Dl,FALSE
Milwaukee Soundtrack,milwaukee,10,Angry Words,Willy Porter,spotify:track:5Fp9RK8DZdinTDDtFjFY4t,https://open.spotify.com/track/5Fp9RK8DZdinTDDtFjFY4t,5Fp9RK8DZdinTDDtFjFY4t,FALSE
Minneapolis Soundtrack,minneapolis,1,Purple Rain,Prince,spotify:track:1uvyZBs4IZYRebHIB1747m,https://open.spotify.com/track/1uvyZBs4IZYRebHIB1747m,1uvyZBs4IZYRebHIB1747m,FALSE
Minneapolis Soundtrack,minneapolis,2,1999,Prince,spotify:track:2H7PHVdQ3mXqEHXcvclTB0,https://open.spotify.com/track/2H7PHVdQ3mXqEHXcvclTB0,2H7PHVdQ3mXqEHXcvclTB0,FALSE
Minneapolis Soundtrack,minneapolis,3,Alex Chilton,The Replacements,spotify:track:2g9EvzLR2sYscJQubwKGqu,https://open.spotify.com/track/2g9EvzLR2sYscJQubwKGqu,2g9EvzLR2sYscJQubwKGqu,FALSE
Minneapolis Soundtrack,minneapolis,4,Makes No Sense at All,Hüsker Dü,spotify:track:3NNwIsOgMLE2CmMHPCdb9I,https://open.spotify.com/track/3NNwIsOgMLE2CmMHPCdb9I,3NNwIsOgMLE2CmMHPCdb9I,FALSE
Minneapolis Soundtrack,minneapolis,5,Like a Rolling Stone,Bob Dylan,spotify:track:3AhXZa8sUQht0UEdBJgpGc,https://open.spotify.com/track/3AhXZa8sUQht0UEdBJgpGc,3AhXZa8sUQht0UEdBJgpGc,FALSE
Minneapolis Soundtrack,minneapolis,6,Runaway Train,Soul Asylum,spotify:track:3Ib3SJV8ZXuLvDiDb2w1As,https://open.spotify.com/track/3Ib3SJV8ZXuLvDiDb2w1As,3Ib3SJV8ZXuLvDiDb2w1As,FALSE
Minneapolis Soundtrack,minneapolis,7,Jungle Love,The Time,spotify:track:0QUpBXTOdB4JJyTGFN6dH1,https://open.spotify.com/track/0QUpBXTOdB4JJyTGFN6dH1,0QUpBXTOdB4JJyTGFN6dH1,FALSE
Minneapolis Soundtrack,minneapolis,8,Good as Hell,Lizzo,spotify:track:6KgBpzTuTRPebChN0VTyzV,https://open.spotify.com/track/6KgBpzTuTRPebChN0VTyzV,6KgBpzTuTRPebChN0VTyzV,FALSE
Minneapolis Soundtrack,minneapolis,9,Blue,The Jayhawks,spotify:track:5cDfI3KOa64zbuUgD6a4hG,https://open.spotify.com/track/5cDfI3KOa64zbuUgD6a4hG,5cDfI3KOa64zbuUgD6a4hG,FALSE
Minneapolis Soundtrack,minneapolis,10,Closing Time,Semisonic,spotify:track:1A5V1sxyCLpKJezp75tUXn,https://open.spotify.com/track/1A5V1sxyCLpKJezp75tUXn,1A5V1sxyCLpKJezp75tUXn,FALSE
Mobile Soundtrack,mobile,1,Keep On Smilin',Wet Willie,spotify:track:6sHrxsewgTMPs2Di4x636C,https://open.spotify.com/track/6sHrxsewgTMPs2Di4x636C,6sHrxsewgTMPs2Di4x636C,FALSE
Mobile Soundtrack,mobile,2,A Pirate Looks at Forty,Jimmy Buffett,spotify:track:6ac6RlvEhiFraIxBYHhg1j,https://open.spotify.com/track/6ac6RlvEhiFraIxBYHhg1j,6ac6RlvEhiFraIxBYHhg1j,FALSE
Mobile Soundtrack,mobile,3,Your Cheatin' Heart,Hank Williams,spotify:track:0WwmFdGXe7Yky4T2J1oqLk,https://open.spotify.com/track/0WwmFdGXe7Yky4T2J1oqLk,0WwmFdGXe7Yky4T2J1oqLk,FALSE
Mobile Soundtrack,mobile,4,When a Man Loves a Woman,Percy Sledge,spotify:track:51FpzuGkRYXFgsE2zXt9av,https://open.spotify.com/track/51FpzuGkRYXFgsE2zXt9av,51FpzuGkRYXFgsE2zXt9av,FALSE
Mobile Soundtrack,mobile,5,Brick House,Commodores,spotify:track:5VJjhHyG8NZ5xdgG6uTb3P,https://open.spotify.com/track/5VJjhHyG8NZ5xdgG6uTb3P,5VJjhHyG8NZ5xdgG6uTb3P,FALSE
Mobile Soundtrack,mobile,6,Dixieland Delight,Alabama,spotify:track:0bM1z18RQpr61UuI1LemIK,https://open.spotify.com/track/0bM1z18RQpr61UuI1LemIK,0bM1z18RQpr61UuI1LemIK,FALSE
Mobile Soundtrack,mobile,7,Way Down in the Hole,The Blind Boys of Alabama,spotify:track:4sQw4mKiMSBvzcuUf7YAiT,https://open.spotify.com/track/4sQw4mKiMSBvzcuUf7YAiT,4sQw4mKiMSBvzcuUf7YAiT,FALSE
Mobile Soundtrack,mobile,8,Pop the Trunk,Yelawolf,spotify:track:25G8NNFBnjXgWCGtyPa1Ax,https://open.spotify.com/track/25G8NNFBnjXgWCGtyPa1Ax,25G8NNFBnjXgWCGtyPa1Ax,TRUE
Mobile Soundtrack,mobile,9,Saint Louis Blues,W.C. Handy,spotify:track:2ycyVPpJY8UtCecRKxESbz,https://open.spotify.com/track/2ycyVPpJY8UtCecRKxESbz,2ycyVPpJY8UtCecRKxESbz,FALSE
Mobile Soundtrack,mobile,10,Boulder to Birmingham,Emmylou Harris,spotify:track:05XNDab0Lhitzqk7tRpOnY,https://open.spotify.com/track/05XNDab0Lhitzqk7tRpOnY,05XNDab0Lhitzqk7tRpOnY,FALSE
Munich Soundtrack,munich,1,Skandal im Sperrbezirk,Spider Murphy Gang,spotify:track:26kXONuhWX8sutaxnmcpPg,https://open.spotify.com/track/26kXONuhWX8sutaxnmcpPg,26kXONuhWX8sutaxnmcpPg,FALSE
Munich Soundtrack,munich,2,I Feel Love,Donna Summer,spotify:track:1vCBk33l9HaWp5FOnhSGxk,https://open.spotify.com/track/1vCBk33l9HaWp5FOnhSGxk,1vCBk33l9HaWp5FOnhSGxk,FALSE
Munich Soundtrack,munich,3,Stern des Südens,Willy Astor,spotify:track:3kXGYXG47eafc9SlNVjYlg,https://open.spotify.com/track/3kXGYXG47eafc9SlNVjYlg,3kXGYXG47eafc9SlNVjYlg,FALSE
Munich Soundtrack,munich,4,Ohne Dich,Münchener Freiheit,spotify:track:7JM1dFLOa1kI5MqGnDufiY,https://open.spotify.com/track/7JM1dFLOa1kI5MqGnDufiY,7JM1dFLOa1kI5MqGnDufiY,FALSE
